Case ID;Activity;Resource;Start Timestamp;Complete Timestamp;Variant;Variant index;defectFixed;defectType;numberRepairs;phoneType
767;Test Repair;Tester3;1970/01/16 21:45:00.000;1970/01/16 21:50:00.000;Variant 7;7;false;;1;
767;Inform User;System;1970/01/16 21:53:00.000;1970/01/16 21:53:00.000;Variant 7;7;;;;
767;Restart Repair;System;1970/01/16 21:58:00.000;1970/01/16 21:58:00.000;Variant 7;7;;;;
767;Repair (Simple);SolverS3;1970/01/16 21:58:00.000;1970/01/16 22:08:00.000;Variant 7;7;;;;
767;Test Repair;Tester5;1970/01/16 22:08:00.000;1970/01/16 22:18:00.000;Variant 7;7;true;;2;
767;Archive Repair;System;1970/01/16 22:28:00.000;1970/01/16 22:28:00.000;Variant 7;7;true;;2;
768;Register;System;1970/01/17 13:04:00.000;1970/01/17 13:04:00.000;Variant 5;5;;;;
768;Analyze Defect;Tester2;1970/01/17 13:04:00.000;1970/01/17 13:11:00.000;Variant 5;5;;4;;T3
768;Repair (Simple);SolverS3;1970/01/17 13:39:00.000;1970/01/17 13:56:00.000;Variant 5;5;;;;
768;Inform User;System;1970/01/17 13:55:00.000;1970/01/17 13:55:00.000;Variant 5;5;;;;
768;Test Repair;Tester3;1970/01/17 13:56:00.000;1970/01/17 14:05:00.000;Variant 5;5;true;;1;
768;Archive Repair;System;1970/01/17 14:13:00.000;1970/01/17 14:13:00.000;Variant 5;5;true;;1;
769;Register;System;1970/01/16 19:26:00.000;1970/01/16 19:26:00.000;Variant 1;1;;;;
769;Analyze Defect;Tester4;1970/01/16 19:26:00.000;1970/01/16 19:35:00.000;Variant 1;1;;7;;T1
769;Repair (Complex);SolverC2;1970/01/16 19:43:00.000;1970/01/16 20:01:00.000;Variant 1;1;;;;
769;Inform User;System;1970/01/16 19:53:00.000;1970/01/16 19:53:00.000;Variant 1;1;;;;
769;Test Repair;Tester5;1970/01/16 20:01:00.000;1970/01/16 20:10:00.000;Variant 1;1;true;;0;
769;Archive Repair;System;1970/01/16 20:18:00.000;1970/01/16 20:18:00.000;Variant 1;1;true;;0;
77;Register;System;1970/01/03 18:35:00.000;1970/01/03 18:35:00.000;Variant 24;24;;;;
77;Analyze Defect;Tester4;1970/01/03 18:35:00.000;1970/01/03 18:45:00.000;Variant 24;24;;6;;T1
77;Repair (Simple);SolverS1;1970/01/03 18:58:00.000;1970/01/03 19:03:00.000;Variant 24;24;;;;
77;Test Repair;Tester6;1970/01/03 19:03:00.000;1970/01/03 19:11:00.000;Variant 24;24;false;;1;
77;Inform User;System;1970/01/03 19:13:00.000;1970/01/03 19:13:00.000;Variant 24;24;;;;
77;Restart Repair;System;1970/01/03 19:18:00.000;1970/01/03 19:18:00.000;Variant 24;24;;;;
77;Repair (Complex);SolverC3;1970/01/03 19:18:00.000;1970/01/03 20:02:00.000;Variant 24;24;;;;
77;Test Repair;Tester5;1970/01/03 20:02:00.000;1970/01/03 20:09:00.000;Variant 24;24;true;;1;
77;Archive Repair;System;1970/01/03 20:15:00.000;1970/01/03 20:15:00.000;Variant 24;24;true;;1;
770;Register;System;1970/01/18 01:18:00.000;1970/01/18 01:18:00.000;Variant 3;3;;;;
770;Analyze Defect;Tester2;1970/01/18 01:18:00.000;1970/01/18 01:23:00.000;Variant 3;3;;1;;T1
770;Repair (Simple);SolverS3;1970/01/18 01:25:00.000;1970/01/18 01:35:00.000;Variant 3;3;;;;
770;Test Repair;Tester4;1970/01/18 01:35:00.000;1970/01/18 01:45:00.000;Variant 3;3;true;;1;
770;Inform User;System;1970/01/18 01:39:00.000;1970/01/18 01:39:00.000;Variant 3;3;;;;
770;Archive Repair;System;1970/01/18 01:50:00.000;1970/01/18 01:50:00.000;Variant 3;3;true;;1;
771;Register;System;1970/01/18 03:54:00.000;1970/01/18 03:54:00.000;Variant 19;19;;;;
771;Analyze Defect;Tester6;1970/01/18 03:54:00.000;1970/01/18 04:03:00.000;Variant 19;19;;10;;T1
771;Repair (Complex);SolverC2;1970/01/18 04:09:00.000;1970/01/18 04:19:00.000;Variant 19;19;;;;
771;Test Repair;Tester4;1970/01/18 04:19:00.000;1970/01/18 04:28:00.000;Variant 19;19;false;;0;
771;Restart Repair;System;1970/01/18 04:35:00.000;1970/01/18 04:35:00.000;Variant 19;19;;;;
771;Repair (Complex);SolverC3;1970/01/18 04:35:00.000;1970/01/18 05:24:00.000;Variant 19;19;;;;
771;Inform User;System;1970/01/18 04:45:00.000;1970/01/18 04:45:00.000;Variant 19;19;;;;
771;Test Repair;Tester5;1970/01/18 05:24:00.000;1970/01/18 05:29:00.000;Variant 19;19;true;;0;
771;Archive Repair;System;1970/01/18 05:34:00.000;1970/01/18 05:34:00.000;Variant 19;19;true;;0;
772;Register;System;1970/01/17 11:08:00.000;1970/01/17 11:08:00.000;Variant 18;18;;;;
772;Analyze Defect;Tester2;1970/01/17 11:08:00.000;1970/01/17 11:16:00.000;Variant 18;18;;2;;T3
772;Repair (Simple);SolverS1;1970/01/17 11:18:00.000;1970/01/17 11:23:00.000;Variant 18;18;;;;
772;Test Repair;Tester6;1970/01/17 11:23:00.000;1970/01/17 11:32:00.000;Variant 18;18;false;;1;
772;Restart Repair;System;1970/01/17 11:38:00.000;1970/01/17 11:38:00.000;Variant 18;18;;;;
772;Repair (Simple);SolverS1;1970/01/17 11:38:00.000;1970/01/17 11:43:00.000;Variant 18;18;;;;
772;Inform User;System;1970/01/17 11:39:00.000;1970/01/17 11:39:00.000;Variant 18;18;;;;
772;Test Repair;Tester4;1970/01/17 11:43:00.000;1970/01/17 11:50:00.000;Variant 18;18;false;;2;
772;Restart Repair;System;1970/01/17 11:59:00.000;1970/01/17 11:59:00.000;Variant 18;18;;;;
772;Repair (Simple);SolverS3;1970/01/17 11:59:00.000;1970/01/17 12:10:00.000;Variant 18;18;;;;
772;Test Repair;Tester3;1970/01/17 12:10:00.000;1970/01/17 12:16:00.000;Variant 18;18;true;;3;
772;Archive Repair;System;1970/01/17 12:24:00.000;1970/01/17 12:24:00.000;Variant 18;18;true;;3;
773;Register;System;1970/01/17 22:30:00.000;1970/01/17 22:30:00.000;Variant 6;6;;;;
773;Analyze Defect;Tester3;1970/01/17 22:30:00.000;1970/01/17 22:38:00.000;Variant 6;6;;4;;T1
773;Repair (Simple);SolverS1;1970/01/17 22:59:00.000;1970/01/17 23:05:00.000;Variant 6;6;;;;
773;Test Repair;Tester4;1970/01/17 23:05:00.000;1970/01/17 23:15:00.000;Variant 6;6;false;;1;
773;Inform User;System;1970/01/17 23:17:00.000;1970/01/17 23:17:00.000;Variant 6;6;;;;
773;Restart Repair;System;1970/01/17 23:24:00.000;1970/01/17 23:24:00.000;Variant 6;6;;;;
773;Repair (Simple);SolverS2;1970/01/17 23:24:00.000;1970/01/17 23:31:00.000;Variant 6;6;;;;
773;Test Repair;Tester3;1970/01/17 23:31:00.000;1970/01/17 23:41:00.000;Variant 6;6;false;;2;
773;Restart Repair;System;1970/01/17 23:47:00.000;1970/01/17 23:47:00.000;Variant 6;6;;;;
773;Repair (Simple);SolverS2;1970/01/17 23:47:00.000;1970/01/17 23:55:00.000;Variant 6;6;;;;
773;Test Repair;Tester4;1970/01/17 23:55:00.000;1970/01/18 00:01:00.000;Variant 6;6;true;;3;
773;Archive Repair;System;1970/01/18 00:08:00.000;1970/01/18 00:08:00.000;Variant 6;6;true;;3;
774;Register;System;1970/01/17 03:08:00.000;1970/01/17 03:08:00.000;Variant 6;6;;;;
774;Analyze Defect;Tester6;1970/01/17 03:08:00.000;1970/01/17 03:13:00.000;Variant 6;6;;2;;T3
774;Repair (Simple);SolverS1;1970/01/17 03:32:00.000;1970/01/17 03:38:00.000;Variant 6;6;;;;
774;Test Repair;Tester3;1970/01/17 03:38:00.000;1970/01/17 03:47:00.000;Variant 6;6;false;;1;
774;Inform User;System;1970/01/17 03:48:00.000;1970/01/17 03:48:00.000;Variant 6;6;;;;
774;Restart Repair;System;1970/01/17 03:52:00.000;1970/01/17 03:52:00.000;Variant 6;6;;;;
774;Repair (Simple);SolverS1;1970/01/17 03:52:00.000;1970/01/17 03:58:00.000;Variant 6;6;;;;
774;Test Repair;Tester4;1970/01/17 03:58:00.000;1970/01/17 04:05:00.000;Variant 6;6;false;;2;
774;Restart Repair;System;1970/01/17 04:13:00.000;1970/01/17 04:13:00.000;Variant 6;6;;;;
774;Repair (Simple);SolverS2;1970/01/17 04:13:00.000;1970/01/17 04:28:00.000;Variant 6;6;;;;
774;Test Repair;Tester5;1970/01/17 04:28:00.000;1970/01/17 04:35:00.000;Variant 6;6;false;;3;
774;Archive Repair;System;1970/01/17 04:45:00.000;1970/01/17 04:45:00.000;Variant 6;6;false;;3;
775;Register;System;1970/01/17 12:20:00.000;1970/01/17 12:20:00.000;Variant 37;37;;;;
775;Analyze Defect;Tester5;1970/01/17 12:20:00.000;1970/01/17 12:30:00.000;Variant 37;37;;10;;T2
775;Inform User;System;1970/01/17 12:56:00.000;1970/01/17 12:56:00.000;Variant 37;37;;;;
775;Repair (Complex);SolverC2;1970/01/17 12:59:00.000;1970/01/17 13:09:00.000;Variant 37;37;;;;
775;Test Repair;Tester1;1970/01/17 13:09:00.000;1970/01/17 13:19:00.000;Variant 37;37;false;;0;
775;Restart Repair;System;1970/01/17 13:27:00.000;1970/01/17 13:27:00.000;Variant 37;37;;;;
775;Repair (Complex);SolverC2;1970/01/17 13:27:00.000;1970/01/17 13:38:00.000;Variant 37;37;;;;
775;Test Repair;Tester3;1970/01/17 13:38:00.000;1970/01/17 13:47:00.000;Variant 37;37;false;;0;
775;Restart Repair;System;1970/01/17 13:57:00.000;1970/01/17 13:57:00.000;Variant 37;37;;;;
775;Repair (Complex);SolverC1;1970/01/17 13:57:00.000;1970/01/17 14:09:00.000;Variant 37;37;;;;
775;Test Repair;Tester6;1970/01/17 14:09:00.000;1970/01/17 14:15:00.000;Variant 37;37;true;;0;
775;Archive Repair;System;1970/01/17 14:20:00.000;1970/01/17 14:20:00.000;Variant 37;37;true;;0;
776;Register;System;1970/01/17 05:50:00.000;1970/01/17 05:50:00.000;Variant 2;2;;;;
776;Analyze Defect;Tester4;1970/01/17 05:50:00.000;1970/01/17 05:57:00.000;Variant 2;2;;10;;T3
776;Repair (Complex);SolverC1;1970/01/17 06:15:00.000;1970/01/17 06:27:00.000;Variant 2;2;;;;
776;Test Repair;Tester5;1970/01/17 06:27:00.000;1970/01/17 06:34:00.000;Variant 2;2;true;;0;
776;Inform User;System;1970/01/17 06:40:00.000;1970/01/17 06:40:00.000;Variant 2;2;;;;
776;Archive Repair;System;1970/01/17 06:42:00.000;1970/01/17 06:42:00.000;Variant 2;2;true;;0;
777;Register;System;1970/01/17 16:49:00.000;1970/01/17 16:49:00.000;Variant 15;15;;;;
777;Analyze Defect;Tester6;1970/01/17 16:49:00.000;1970/01/17 16:57:00.000;Variant 15;15;;8;;T1
777;Repair (Complex);SolverC2;1970/01/17 17:16:00.000;1970/01/17 17:35:00.000;Variant 15;15;;;;
777;Inform User;System;1970/01/17 17:28:00.000;1970/01/17 17:28:00.000;Variant 15;15;;;;
777;Test Repair;Tester4;1970/01/17 17:35:00.000;1970/01/17 17:40:00.000;Variant 15;15;false;;0;
777;Restart Repair;System;1970/01/17 17:46:00.000;1970/01/17 17:46:00.000;Variant 15;15;;;;
777;Repair (Complex);SolverC1;1970/01/17 17:46:00.000;1970/01/17 18:02:00.000;Variant 15;15;;;;
777;Test Repair;Tester4;1970/01/17 18:02:00.000;1970/01/17 18:07:00.000;Variant 15;15;true;;0;
777;Archive Repair;System;1970/01/17 18:17:00.000;1970/01/17 18:17:00.000;Variant 15;15;true;;0;
778;Register;System;1970/01/16 20:42:00.000;1970/01/16 20:42:00.000;Variant 3;3;;;;
778;Analyze Defect;Tester1;1970/01/16 20:42:00.000;1970/01/16 20:49:00.000;Variant 3;3;;4;;T1
778;Repair (Simple);SolverS3;1970/01/16 20:54:00.000;1970/01/16 21:13:00.000;Variant 3;3;;;;
778;Test Repair;Tester1;1970/01/16 21:13:00.000;1970/01/16 21:18:00.000;Variant 3;3;true;;1;
778;Inform User;System;1970/01/16 21:31:00.000;1970/01/16 21:31:00.000;Variant 3;3;;;;
778;Archive Repair;System;1970/01/16 21:31:00.000;1970/01/16 21:31:00.000;Variant 3;3;true;;1;
779;Register;System;1970/01/17 04:59:00.000;1970/01/17 04:59:00.000;Variant 2;2;;;;
779;Analyze Defect;Tester2;1970/01/17 04:59:00.000;1970/01/17 05:05:00.000;Variant 2;2;;10;;T2
779;Repair (Complex);SolverC1;1970/01/17 05:12:00.000;1970/01/17 05:22:00.000;Variant 2;2;;;;
779;Test Repair;Tester3;1970/01/17 05:22:00.000;1970/01/17 05:29:00.000;Variant 2;2;true;;0;
779;Inform User;System;1970/01/17 05:42:00.000;1970/01/17 05:42:00.000;Variant 2;2;;;;
779;Archive Repair;System;1970/01/17 05:42:00.000;1970/01/17 05:42:00.000;Variant 2;2;true;;0;
78;Register;System;1970/01/02 22:22:00.000;1970/01/02 22:22:00.000;Variant 1;1;;;;
78;Analyze Defect;Tester6;1970/01/02 22:22:00.000;1970/01/02 22:27:00.000;Variant 1;1;;7;;T2
78;Repair (Complex);SolverC3;1970/01/02 22:56:00.000;1970/01/02 23:38:00.000;Variant 1;1;;;;
78;Inform User;System;1970/01/02 22:57:00.000;1970/01/02 22:57:00.000;Variant 1;1;;;;
78;Test Repair;Tester5;1970/01/02 23:38:00.000;1970/01/02 23:45:00.000;Variant 1;1;true;;0;
78;Archive Repair;System;1970/01/02 23:54:00.000;1970/01/02 23:54:00.000;Variant 1;1;true;;0;
780;Register;System;1970/01/16 20:28:00.000;1970/01/16 20:28:00.000;Variant 7;7;;;;
780;Analyze Defect;Tester3;1970/01/16 20:28:00.000;1970/01/16 20:34:00.000;Variant 7;7;;4;;T3
780;Repair (Simple);SolverS1;1970/01/16 20:46:00.000;1970/01/16 20:51:00.000;Variant 7;7;;;;
780;Test Repair;Tester2;1970/01/16 20:51:00.000;1970/01/16 21:01:00.000;Variant 7;7;false;;1;
780;Inform User;System;1970/01/16 20:58:00.000;1970/01/16 20:58:00.000;Variant 7;7;;;;
780;Restart Repair;System;1970/01/16 21:08:00.000;1970/01/16 21:08:00.000;Variant 7;7;;;;
780;Repair (Simple);SolverS2;1970/01/16 21:08:00.000;1970/01/16 21:22:00.000;Variant 7;7;;;;
780;Test Repair;Tester3;1970/01/16 21:22:00.000;1970/01/16 21:29:00.000;Variant 7;7;true;;2;
780;Archive Repair;System;1970/01/16 21:39:00.000;1970/01/16 21:39:00.000;Variant 7;7;true;;2;
781;Register;System;1970/01/17 22:29:00.000;1970/01/17 22:29:00.000;Variant 2;2;;;;
781;Analyze Defect;Tester4;1970/01/17 22:29:00.000;1970/01/17 22:37:00.000;Variant 2;2;;7;;T3
781;Repair (Complex);SolverC2;1970/01/17 22:44:00.000;1970/01/17 22:55:00.000;Variant 2;2;;;;
781;Test Repair;Tester2;1970/01/17 22:55:00.000;1970/01/17 23:04:00.000;Variant 2;2;true;;0;
781;Inform User;System;1970/01/17 23:26:00.000;1970/01/17 23:26:00.000;Variant 2;2;;;;
781;Archive Repair;System;1970/01/17 23:26:00.000;1970/01/17 23:26:00.000;Variant 2;2;true;;0;
782;Register;System;1970/01/17 02:24:00.000;1970/01/17 02:24:00.000;Variant 8;8;;;;
782;Analyze Defect;Tester5;1970/01/17 02:24:00.000;1970/01/17 02:29:00.000;Variant 8;8;;5;;T3
782;Repair (Simple);SolverS1;1970/01/17 02:30:00.000;1970/01/17 02:35:00.000;Variant 8;8;;;;
782;Test Repair;Tester6;1970/01/17 02:35:00.000;1970/01/17 02:40:00.000;Variant 8;8;false;;1;
782;Restart Repair;System;1970/01/17 02:48:00.000;1970/01/17 02:48:00.000;Variant 8;8;;;;
782;Repair (Simple);SolverS3;1970/01/17 02:48:00.000;1970/01/17 03:08:00.000;Variant 8;8;;;;
782;Inform User;System;1970/01/17 02:58:00.000;1970/01/17 02:58:00.000;Variant 8;8;;;;
782;Test Repair;Tester5;1970/01/17 03:08:00.000;1970/01/17 03:18:00.000;Variant 8;8;true;;2;
782;Archive Repair;System;1970/01/17 03:28:00.000;1970/01/17 03:28:00.000;Variant 8;8;true;;2;
783;Register;System;1970/01/18 07:29:00.000;1970/01/18 07:29:00.000;Variant 3;3;;;;
783;Analyze Defect;Tester4;1970/01/18 07:29:00.000;1970/01/18 07:39:00.000;Variant 3;3;;2;;T3
783;Repair (Simple);SolverS3;1970/01/18 08:05:00.000;1970/01/18 08:21:00.000;Variant 3;3;;;;
783;Test Repair;Tester1;1970/01/18 08:21:00.000;1970/01/18 08:27:00.000;Variant 3;3;true;;1;
783;Inform User;System;1970/01/18 08:24:00.000;1970/01/18 08:24:00.000;Variant 3;3;;;;
783;Archive Repair;System;1970/01/18 08:32:00.000;1970/01/18 08:32:00.000;Variant 3;3;true;;1;
784;Register;System;1970/01/17 20:39:00.000;1970/01/17 20:39:00.000;Variant 2;2;;;;
784;Analyze Defect;Tester4;1970/01/17 20:39:00.000;1970/01/17 20:49:00.000;Variant 2;2;;8;;T2
784;Repair (Complex);SolverC1;1970/01/17 21:08:00.000;1970/01/17 21:25:00.000;Variant 2;2;;;;
784;Test Repair;Tester2;1970/01/17 21:25:00.000;1970/01/17 21:35:00.000;Variant 2;2;true;;0;
784;Inform User;System;1970/01/17 21:28:00.000;1970/01/17 21:28:00.000;Variant 2;2;;;;
784;Archive Repair;System;1970/01/17 21:41:00.000;1970/01/17 21:41:00.000;Variant 2;2;true;;0;
785;Register;System;1970/01/17 15:14:00.000;1970/01/17 15:14:00.000;Variant 9;9;;;;
785;Analyze Defect;Tester2;1970/01/17 15:14:00.000;1970/01/17 15:22:00.000;Variant 9;9;;4;;T2
785;Inform User;System;1970/01/17 15:39:00.000;1970/01/17 15:39:00.000;Variant 9;9;;;;
785;Repair (Simple);SolverS2;1970/01/17 15:43:00.000;1970/01/17 15:49:00.000;Variant 9;9;;;;
785;Test Repair;Tester2;1970/01/17 15:49:00.000;1970/01/17 15:56:00.000;Variant 9;9;true;;1;
785;Archive Repair;System;1970/01/17 16:02:00.000;1970/01/17 16:02:00.000;Variant 9;9;true;;1;
786;Register;System;1970/01/17 19:20:00.000;1970/01/17 19:20:00.000;Variant 5;5;;;;
786;Analyze Defect;Tester6;1970/01/17 19:20:00.000;1970/01/17 19:30:00.000;Variant 5;5;;4;;T3
786;Repair (Simple);SolverS3;1970/01/17 19:45:00.000;1970/01/17 19:55:00.000;Variant 5;5;;;;
786;Inform User;System;1970/01/17 19:55:00.000;1970/01/17 19:55:00.000;Variant 5;5;;;;
786;Test Repair;Tester3;1970/01/17 19:55:00.000;1970/01/17 20:00:00.000;Variant 5;5;true;;1;
786;Archive Repair;System;1970/01/17 20:05:00.000;1970/01/17 20:05:00.000;Variant 5;5;true;;1;
787;Register;System;1970/01/17 09:43:00.000;1970/01/17 09:43:00.000;Variant 2;2;;;;
787;Analyze Defect;Tester4;1970/01/17 09:43:00.000;1970/01/17 09:48:00.000;Variant 2;2;;7;;T1
787;Repair (Complex);SolverC1;1970/01/17 09:58:00.000;1970/01/17 10:08:00.000;Variant 2;2;;;;
787;Test Repair;Tester2;1970/01/17 10:08:00.000;1970/01/17 10:16:00.000;Variant 2;2;true;;0;
787;Inform User;System;1970/01/17 10:18:00.000;1970/01/17 10:18:00.000;Variant 2;2;;;;
787;Archive Repair;System;1970/01/17 10:24:00.000;1970/01/17 10:24:00.000;Variant 2;2;true;;0;
788;Register;System;1970/01/18 11:42:00.000;1970/01/18 11:42:00.000;Variant 3;3;;;;
788;Analyze Defect;Tester2;1970/01/18 11:42:00.000;1970/01/18 11:51:00.000;Variant 3;3;;2;;T3
788;Repair (Simple);SolverS3;1970/01/18 11:56:00.000;1970/01/18 12:06:00.000;Variant 3;3;;;;
788;Test Repair;Tester2;1970/01/18 12:06:00.000;1970/01/18 12:12:00.000;Variant 3;3;true;;1;
788;Inform User;System;1970/01/18 12:18:00.000;1970/01/18 12:18:00.000;Variant 3;3;;;;
788;Archive Repair;System;1970/01/18 12:18:00.000;1970/01/18 12:18:00.000;Variant 3;3;true;;1;
789;Register;System;1970/01/17 07:34:00.000;1970/01/17 07:34:00.000;Variant 3;3;;;;
789;Analyze Defect;Tester1;1970/01/17 07:34:00.000;1970/01/17 07:40:00.000;Variant 3;3;;4;;T2
789;Repair (Simple);SolverS3;1970/01/17 07:51:00.000;1970/01/17 08:11:00.000;Variant 3;3;;;;
789;Test Repair;Tester6;1970/01/17 08:11:00.000;1970/01/17 08:18:00.000;Variant 3;3;true;;1;
789;Inform User;System;1970/01/17 08:27:00.000;1970/01/17 08:27:00.000;Variant 3;3;;;;
789;Archive Repair;System;1970/01/17 08:27:00.000;1970/01/17 08:27:00.000;Variant 3;3;true;;1;
79;Register;System;1970/01/03 17:12:00.000;1970/01/03 17:12:00.000;Variant 5;5;;;;
79;Analyze Defect;Tester6;1970/01/03 17:12:00.000;1970/01/03 17:19:00.000;Variant 5;5;;4;;T2
79;Repair (Simple);SolverS2;1970/01/03 17:40:00.000;1970/01/03 17:53:00.000;Variant 5;5;;;;
79;Inform User;System;1970/01/03 17:41:00.000;1970/01/03 17:41:00.000;Variant 5;5;;;;
79;Test Repair;Tester1;1970/01/03 17:53:00.000;1970/01/03 18:00:00.000;Variant 5;5;true;;1;
79;Archive Repair;System;1970/01/03 18:10:00.000;1970/01/03 18:10:00.000;Variant 5;5;true;;1;
790;Register;System;1970/01/18 03:25:00.000;1970/01/18 03:25:00.000;Variant 1;1;;;;
790;Analyze Defect;Tester4;1970/01/18 03:25:00.000;1970/01/18 03:35:00.000;Variant 1;1;;7;;T2
790;Repair (Complex);SolverC3;1970/01/18 03:37:00.000;1970/01/18 04:22:00.000;Variant 1;1;;;;
790;Inform User;System;1970/01/18 04:18:00.000;1970/01/18 04:18:00.000;Variant 1;1;;;;
790;Test Repair;Tester2;1970/01/18 04:22:00.000;1970/01/18 04:30:00.000;Variant 1;1;true;;0;
790;Archive Repair;System;1970/01/18 04:39:00.000;1970/01/18 04:39:00.000;Variant 1;1;true;;0;
791;Register;System;1970/01/17 08:44:00.000;1970/01/17 08:44:00.000;Variant 3;3;;;;
791;Analyze Defect;Tester2;1970/01/17 08:44:00.000;1970/01/17 08:52:00.000;Variant 3;3;;1;;T2
791;Repair (Simple);SolverS3;1970/01/17 08:58:00.000;1970/01/17 09:09:00.000;Variant 3;3;;;;
791;Test Repair;Tester3;1970/01/17 09:09:00.000;1970/01/17 09:19:00.000;Variant 3;3;true;;1;
791;Inform User;System;1970/01/17 09:24:00.000;1970/01/17 09:24:00.000;Variant 3;3;;;;
791;Archive Repair;System;1970/01/17 09:28:00.000;1970/01/17 09:28:00.000;Variant 3;3;true;;1;
792;Register;System;1970/01/18 12:23:00.000;1970/01/18 12:23:00.000;Variant 15;15;;;;
792;Analyze Defect;Tester1;1970/01/18 12:23:00.000;1970/01/18 12:31:00.000;Variant 15;15;;9;;T1
792;Repair (Complex);SolverC2;1970/01/18 12:40:00.000;1970/01/18 12:54:00.000;Variant 15;15;;;;
792;Inform User;System;1970/01/18 12:53:00.000;1970/01/18 12:53:00.000;Variant 15;15;;;;
792;Test Repair;Tester5;1970/01/18 12:54:00.000;1970/01/18 13:02:00.000;Variant 15;15;false;;0;
792;Restart Repair;System;1970/01/18 13:09:00.000;1970/01/18 13:09:00.000;Variant 15;15;;;;
792;Repair (Complex);SolverC1;1970/01/18 13:09:00.000;1970/01/18 13:21:00.000;Variant 15;15;;;;
792;Test Repair;Tester6;1970/01/18 13:21:00.000;1970/01/18 13:30:00.000;Variant 15;15;true;;0;
792;Archive Repair;System;1970/01/18 13:35:00.000;1970/01/18 13:35:00.000;Variant 15;15;true;;0;
793;Register;System;1970/01/18 00:08:00.000;1970/01/18 00:08:00.000;Variant 2;2;;;;
793;Analyze Defect;Tester2;1970/01/18 00:08:00.000;1970/01/18 00:13:00.000;Variant 2;2;;7;;T2
793;Repair (Complex);SolverC2;1970/01/18 00:20:00.000;1970/01/18 00:39:00.000;Variant 2;2;;;;
793;Test Repair;Tester6;1970/01/18 00:39:00.000;1970/01/18 00:45:00.000;Variant 2;2;true;;0;
793;Inform User;System;1970/01/18 00:53:00.000;1970/01/18 00:53:00.000;Variant 2;2;;;;
793;Archive Repair;System;1970/01/18 00:53:00.000;1970/01/18 00:53:00.000;Variant 2;2;true;;0;
794;Register;System;1970/01/17 15:05:00.000;1970/01/17 15:05:00.000;Variant 1;1;;;;
794;Analyze Defect;Tester1;1970/01/17 15:05:00.000;1970/01/17 15:14:00.000;Variant 1;1;;8;;T2
794;Repair (Complex);SolverC3;1970/01/17 15:33:00.000;1970/01/17 16:20:00.000;Variant 1;1;;;;
794;Inform User;System;1970/01/17 15:36:00.000;1970/01/17 15:36:00.000;Variant 1;1;;;;
794;Test Repair;Tester2;1970/01/17 16:20:00.000;1970/01/17 16:28:00.000;Variant 1;1;true;;0;
794;Archive Repair;System;1970/01/17 16:36:00.000;1970/01/17 16:36:00.000;Variant 1;1;true;;0;
795;Register;System;1970/01/18 03:43:00.000;1970/01/18 03:43:00.000;Variant 14;14;;;;
795;Analyze Defect;Tester3;1970/01/18 03:43:00.000;1970/01/18 03:51:00.000;Variant 14;14;;2;;T3
795;Repair (Simple);SolverS2;1970/01/18 03:58:00.000;1970/01/18 04:07:00.000;Variant 14;14;;;;
795;Test Repair;Tester4;1970/01/18 04:07:00.000;1970/01/18 04:12:00.000;Variant 14;14;false;;1;
795;Restart Repair;System;1970/01/18 04:22:00.000;1970/01/18 04:22:00.000;Variant 14;14;;;;
795;Repair (Simple);SolverS1;1970/01/18 04:22:00.000;1970/01/18 04:29:00.000;Variant 14;14;;;;
795;Test Repair;Tester6;1970/01/18 04:29:00.000;1970/01/18 04:37:00.000;Variant 14;14;false;;2;
795;Inform User;System;1970/01/18 04:37:00.000;1970/01/18 04:37:00.000;Variant 14;14;;;;
795;Restart Repair;System;1970/01/18 04:47:00.000;1970/01/18 04:47:00.000;Variant 14;14;;;;
795;Repair (Simple);SolverS3;1970/01/18 04:47:00.000;1970/01/18 04:59:00.000;Variant 14;14;;;;
795;Test Repair;Tester1;1970/01/18 04:59:00.000;1970/01/18 05:09:00.000;Variant 14;14;true;;3;
795;Archive Repair;System;1970/01/18 05:18:00.000;1970/01/18 05:18:00.000;Variant 14;14;true;;3;
796;Register;System;1970/01/18 06:39:00.000;1970/01/18 06:39:00.000;Variant 2;2;;;;
796;Analyze Defect;Tester2;1970/01/18 06:39:00.000;1970/01/18 06:48:00.000;Variant 2;2;;9;;T1
796;Repair (Complex);SolverC3;1970/01/18 06:49:00.000;1970/01/18 07:30:00.000;Variant 2;2;;;;
796;Test Repair;Tester6;1970/01/18 07:30:00.000;1970/01/18 07:35:00.000;Variant 2;2;true;;0;
796;Inform User;System;1970/01/18 07:38:00.000;1970/01/18 07:38:00.000;Variant 2;2;;;;
796;Archive Repair;System;1970/01/18 07:43:00.000;1970/01/18 07:43:00.000;Variant 2;2;true;;0;
797;Register;System;1970/01/18 15:21:00.000;1970/01/18 15:21:00.000;Variant 2;2;;;;
797;Analyze Defect;Tester1;1970/01/18 15:21:00.000;1970/01/18 15:27:00.000;Variant 2;2;;7;;T1
797;Repair (Complex);SolverC1;1970/01/18 15:53:00.000;1970/01/18 16:07:00.000;Variant 2;2;;;;
797;Test Repair;Tester4;1970/01/18 16:07:00.000;1970/01/18 16:15:00.000;Variant 2;2;true;;0;
797;Inform User;System;1970/01/18 16:15:00.000;1970/01/18 16:15:00.000;Variant 2;2;;;;
797;Archive Repair;System;1970/01/18 16:20:00.000;1970/01/18 16:20:00.000;Variant 2;2;true;;0;
